2016-01-04,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-04,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-04,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-04,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-04,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-04,477,Australia,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-04,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-04,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-04,363,India,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
2016-01-04,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-04,584,Italy,"Road-750 Black, 58",539.99,539.99,1,43.1992,343.6496
2016-01-04,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-04,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-04,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-04,485,France,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-04,592,France,"Mountain-500 Silver, 42",564.99,564.99,1,45.1992,308.2179
2016-01-04,541,Australia,Touring Tire,28.99,28.99,1,2.3192,10.8423
2016-01-05,313,France,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
2016-01-05,314,Australia,"Road-150 Red, 56",3578.27,3578.27,1,286.2616,2171.2942
2016-01-05,370,France,"Road-250 Red, 52",2443.35,2443.35,1,195.468,1518.7864
2016-01-05,231,Germany,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
2016-01-05,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-05,537,Australia,HL Mountain Tire,35,35,1,2.8,13.09
2016-01-05,486,India,All-Purpose Bike Stand,159,159,1,12.72,59.466
2016-01-05,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-05,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-05,530,Canada,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-05,530,Canada,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-05,588,Australia,"Mountain-400-W Silver, 40",769.49,769.49,1,61.5592,419.7784
2016-01-05,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-05,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
2016-01-05,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-05,530,France,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-05,353,India,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
2016-01-05,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-05,359,Australia,"Mountain-200 Black, 38",2294.99,2294.99,1,183.5992,1251.9813
2016-01-05,490,United States,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
2016-01-05,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-05,529,Italy,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-05,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-05,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-05,487,United States,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
2016-01-05,353,Germany,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
2016-01-05,541,India,Touring Tire,28.99,28.99,1,2.3192,10.8423
2016-01-06,312,Canada,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
2016-01-06,328,Australia,"Road-650 Red, 48",699.0982,699.0982,1,55.9279,413.1463
2016-01-06,369,Germany,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
2016-01-06,222,Australia,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-06,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-06,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-06,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-06,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-06,214,Australia,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-06,535,Italy,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
2016-01-06,222,India,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-06,535,Canada,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
2016-01-06,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-06,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-06,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-06,535,Italy,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
2016-01-06,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-06,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-06,485,India,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-06,541,India,Touring Tire,28.99,28.99,1,2.3192,10.8423
2016-01-06,580,Italy,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
2016-01-06,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-06,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-06,481,Germany,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
2016-01-06,484,Italy,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
2016-01-06,491,Italy,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
2016-01-06,472,Australia,"Classic Vest, M",63.5,63.5,1,5.08,23.749
2016-01-06,474,United States,"Women's Mountain Shorts, S",69.99,69.99,1,5.5992,26.1763
2016-01-06,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-06,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-07,314,Germany,"Road-150 Red, 56",3578.27,3578.27,1,286.2616,2171.2942
2016-01-07,377,Canada,"Road-250 Black, 52",2181.5625,2181.5625,1,174.525,1320.6838
2016-01-07,368,Italy,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
2016-01-07,467,Germany,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
2016-01-07,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-07,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-07,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-07,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-07,585,France,"Touring-3000 Blue, 44",742.35,742.35,1,59.388,461.4448
2016-01-07,605,Italy,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
2016-01-07,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-07,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-07,540,Italy,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-07,486,Canada,All-Purpose Bike Stand,159,159,1,12.72,59.466
2016-01-07,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
2016-01-07,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-07,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-07,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-07,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-07,593,Germany,"Mountain-500 Silver, 44",564.99,564.99,1,45.1992,308.2179
2016-01-07,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-07,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-07,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-07,363,Canada,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
2016-01-07,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
2016-01-07,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-07,355,France,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
2016-01-07,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-07,382,India,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
2016-01-07,581,Australia,"Road-350-W Yellow, 42",1700.99,1700.99,1,136.0792,1082.51
2016-01-08,337,Germany,"Road-650 Black, 62",782.99,782.99,1,62.6392,486.7066
2016-01-08,234,Italy,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
2016-01-08,214,India,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-08,486,Australia,All-Purpose Bike Stand,159,159,1,12.72,59.466
2016-01-08,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-08,484,Germany,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
2016-01-08,540,United States,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-08,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-08,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-08,574,India,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
2016-01-08,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
2016-01-08,361,Australia,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
2016-01-08,479,United States,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-08,604,Australia,"Road-750 Black, 44",539.99,539.99,1,43.1992,343.6496
2016-01-08,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-08,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-08,217,Australia,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-08,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-08,540,Germany,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-08,596,Italy,"Mountain-500 Black, 40",539.99,539.99,1,43.1992,294.5797
2016-01-08,580,France,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
2016-01-08,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-08,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
2016-01-08,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-08,217,India,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-08,567,United States,"Touring-3000 Blue, 62",742.35,742.35,1,59.388,461.4448
2016-01-08,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-08,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
2016-01-08,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-08,476,Germany,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
2016-01-08,487,France,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
2016-01-08,567,Germany,"Touring-3000 Blue, 62",742.35,742.35,1,59.388,461.4448
2016-01-08,353,Germany,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
2016-01-08,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-09,313,Canada,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
2016-01-09,311,United States,"Road-150 Red, 44",3578.27,3578.27,1,286.2616,2171.2942
2016-01-09,371,Germany,"Road-250 Red, 58",2181.5625,2181.5625,1,174.525,1320.6838
2016-01-09,234,United States,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
2016-01-09,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-09,540,India,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-09,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-09,353,Canada,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
2016-01-09,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-09,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-09,475,India,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
2016-01-09,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-09,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
2016-01-09,478,Canada,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-09,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-09,484,Canada,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
2016-01-09,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-09,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
2016-01-09,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-09,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-09,574,France,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
2016-01-09,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-09,463,United States,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
2016-01-09,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-09,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-09,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
2016-01-09,481,Germany,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
2016-01-09,561,Canada,"Touring-1000 Yellow, 46",2384.07,2384.07,1,190.7256,1481.9379
2016-01-09,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-09,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
2016-01-09,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
2016-01-09,595,Canada,"Mountain-500 Silver, 52",564.99,564.99,1,45.1992,308.2179
2016-01-09,463,Australia,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
2016-01-09,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-09,539,Australia,ML Road Tire,24.99,24.99,1,1.9992,9.3463
2016-01-10,312,France,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
2016-01-10,375,Italy,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
2016-01-10,369,Italy,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
2016-01-10,360,Australia,"Mountain-200 Black, 42",2049.0982,2049.0982,1,163.9279,1105.81
2016-01-10,358,Canada,"Mountain-200 Black, 38",2049.0982,2049.0982,1,163.9279,1105.81
2016-01-10,382,Canada,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
2016-01-10,382,Australia,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
2016-01-10,583,Australia,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
2016-01-10,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-10,355,United States,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
2016-01-10,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-10,374,Italy,"Road-250 Black, 44",2443.35,2443.35,1,195.468,1554.9479
2016-01-10,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-10,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-10,582,Germany,"Road-350-W Yellow, 44",1700.99,1700.99,1,136.0792,1082.51
2016-01-10,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-10,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-10,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-10,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-10,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-10,465,United States,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
2016-01-10,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-10,388,Italy,"Road-550-W Yellow, 44",1120.49,1120.49,1,89.6392,713.0798
2016-01-10,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
